13;36431520;36442870;1;0
7;155962632;155966343;1;0
16;287440;352723;-1;0
7;156263547;156263802;1;0
2;216594359;216611206;1;0
14;83903437;83915377;-1;0
17;56368063;56368215;1;0
21;27420380;27421023;-1;0
7;27141052;27143681;-1;0
4;64608905;64609424;1;0
21;27367014;27367947;-1;0
2;216590426;216606938;-1;0
7;27141052;27143681;-1;0
4;64609454;64610532;-1;0
4;64610616;64610909;-1;0
2;216610342;216610959;-1;0
21;27361121;27395787;1;0
6;149446795;149485061;-1;0
4;64610980;64611308;-1;0
2;16523176;16555564;1;0
4;138664725;138665569;-1;0
4;64611374;64611888;-1;0
4;64767130;64767897;-1;0
7;10973336;11169630;1;0
21;27358885;27448579;-1;0
7;27129977;27155928;1;0
2;16541690;16545695;-1;0
4;74308473;74315307;1;0
4;64836361;64883916;-1;0
17;43527844;43579620;-1;0
5;132875395;132963634;-1;0
11;83111060;83111442;-1;0
17;43527844;43579620;-1;0
22;19291969;19328901;1;0
5;132875395;132963634;-1;0
11;83132056;83134737;1;0
22;26858634;26968763;1;0
1;18871430;18902724;-1;0
6;110180141;110254275;1;0
7;27128507;27130799;-1;0
2;38981396;39124345;-1;0
13;48488959;48533256;-1;0
11;5993876;5994995;-1;0
1;18871430;18902724;-1;0
5;170763350;170814047;1;0
22;26886909;26887548;-1;0
11;5999445;6006946;-1;0
19;5784832;5791225;-1;0
22;26903292;26920935;1;0
5;170747047;170788650;-1;0
19;20323992;20324568;-1;0
16;2660348;2682379;-1;0
7;27147366;27152598;-1;0
X;150915813;150920938;1;0
7;27153716;27157936;-1;0
5;44495099;44658569;-1;0
20;37571103;37591493;1;0
2;39098149;39098445;-1;0
4;109740694;109802179;-1;0
7;27153716;27157936;-1;0
19;20330121;20331517;1;0
2;38992279;38993857;-1;0
17;43483865;43610338;1;0
5;44698431;44700808;-1;0
20;37602852;37603185;-1;0
22;22339573;22341214;1;0
19;3762682;3768575;1;0
20;37619298;37623119;-1;0
19;3762682;3768575;1;0
7;27145396;27150603;-1;0
22;22343187;22343732;1;0
22;22347807;22348164;1;0
5;66350148;66440356;-1;0
2;97713560;97739862;1;0
7;27107777;27134302;1;0
22;22352940;22353433;1;0
11;6019336;6034338;-1;0
19;5784005;5785619;-1;0
17;2375061;2379306;-1;0
6;32153845;32171978;1;0
5;66298394;66393521;1;0
19;5782960;5784746;-1;0
22;22357739;22358260;1;0
5;136975298;137598379;-1;0
4;41935129;41960803;1;0
17;2337498;2381058;1;0
13;52455429;52476628;1;0
5;136975298;137598379;-1;0
11;7970251;8001862;1;0
19;5782960;5784746;-1;0
5;132948493;132948718;1;0
2;16549459;16666331;-1;0
4;41935129;41960803;1;0
2;16549459;16666331;-1;0
5;132942932;132945050;1;0
1;58643440;58700077;-1;0
16;287440;352723;-1;0
X;9725346;9786297;-1;0
X;139362040;139362382;1;0
X;9725346;9786297;-1;0
X;139446891;139447676;1;0
21;45100487;45101094;-1;0
3;13479724;13506424;1;0
20;45841721;45857405;-1;0
20;45841721;45857405;-1;0
7;27106184;27152581;-1;0
7;128850162;128862626;-1;0
15;34943080;34943394;1;0
16;1971655;1971896;-1;0
7;128862856;128865847;1;0
4;109713916;109801999;-1;0
7;11006399;11006876;-1;0
7;128862856;128865847;1;0
1;58643440;58700077;-1;0
11;7970251;8001862;1;0
7;128866330;128872047;1;0
11;7977481;7977708;1;0
7;27128969;27152561;-1;0
7;44144271;44198170;-1;0
X;70444835;70505490;1;0
8;15688914;15689562;-1;0
4;109709989;109730070;-1;0
4;15963076;16084378;-1;0
17;47200446;47223679;1;0
16;33808778;33810767;1;0
20;45833799;45843276;1;0
21;45073853;45226560;1;0
5;44752949;44765744;1;0
4;64914281;65024485;-1;0
20;54208087;54228052;1;0
4;109709989;109730070;-1;0
X;70444835;70505490;1;0
20;64056803;64057084;1;0
20;54208087;54228052;1;0
17;41688885;41692668;1;0
5;44742420;44808777;-1;0
20;64049836;64072347;1;0
4;146180851;146181316;1;0
X;9463295;9741037;1;0
11;48464053;48464977;-1;0
19;57958437;57974534;-1;0
11;48486363;48486825;-1;0
21;27492118;27492261;1;0
4;146175703;146200000;1;0
11;48488717;48489780;1;0
21;27638613;27675024;1;0
19;42220271;42228201;1;0
11;48492026;48492416;1;0
4;146175703;146200000;1;0
19;41859918;41872926;1;0
11;48496348;48497280;1;0
1;109656099;109674836;1;0
20;54232758;54269542;1;0
17;47200446;47223679;1;0
17;41688885;41692668;1;0
16;33827214;33827661;1;0
19;45687454;45692569;-1;0
7;141414383;141416390;-1;0
X;70452958;70455994;-1;0
7;141351977;141352768;1;0
20;45833799;45843276;1;0
6;42890265;42890821;-1;0
16;33844784;33845229;-1;0
1;109656099;109674836;1;0
16;33848476;33848644;-1;0
7;141074064;141480380;1;0
19;10832067;10836318;-1;0
7;141074064;141480380;1;0
19;10832067;10836318;-1;0
7;141173043;141173216;-1;0
14;21459020;21476960;-1;0
7;141429711;141431268;-1;0
14;21459020;21476960;-1;0
7;141392155;141396517;-1;0
15;34851782;34969742;-1;0
5;32226994;32312987;-1;0
21;27722379;27751233;1;0
15;93894431;93984150;1;0
17;31873926;31886666;1;0
15;34851782;34969742;-1;0
6;32153441;32163678;1;0
5;32226994;32312987;-1;0
X;120524609;120575794;-1;0
19;32103154;32106544;1;0
6;33004182;33009591;-1;0
5;173642519;173658194;1;0
11;6045807;6046747;-1;0
13;48303726;48599436;1;0
5;173689459;173705849;1;0
6;33004182;33009591;-1;0
1;109693117;109693742;-1;0
11;6057316;6058275;-1;0
19;32102088;32105916;-1;0
19;45692666;45703989;1;0
1;109687814;109709039;1;0
11;6066873;6067786;-1;0
15;93835490;93878822;1;0
5;173707614;173746279;-1;0
4;87422573;87459455;1;0
19;45692666;45703989;1;0
14;21476597;21499175;1;0
17;2337498;2381058;1;0
7;73985992;73988767;1;0
4;87422573;87459455;1;0
11;76137315;76137731;-1;0
1;66533383;66751139;1;0
11;75914201;75915213;1;0
3;13479724;13506424;1;0
19;3769089;3772221;-1;0
22;39570753;39689737;1;0
4;65034634;65036017;-1;0
5;173757562;173773164;1;0
17;41712331;41715969;1;0
4;65142703;65145763;-1;0
5;119652523;119653000;-1;0
5;119680197;119681080;1;0
5;120245448;120333502;-1;0
13;48531800;48556358;1;0
5;120345907;120410969;-1;0
13;48570639;48573317;-1;0
19;4769031;4785077;1;0
1;66533383;66751139;1;0
13;48576974;48578088;-1;0
18;63556160;63567011;1;0
13;48389567;48444704;-1;0
5;173778527;173809039;-1;0
5;120464300;120687332;1;0
5;120464300;120687332;1;0
21;21566763;21615437;1;0
21;21655038;21686329;-1;0
1;66665864;66677027;-1;0
21;21723293;21737319;-1;0
6;31269491;31357188;-1;0
17;31860904;31901708;-1;0
5;120658077;120658371;-1;0
17;31860904;31901708;-1;0
13;48316863;48320475;-1;0
13;48328084;48328564;-1;0
14;21476597;21499175;1;0
13;48340797;48341330;-1;0
13;48532013;48532599;-1;0
13;110712736;110723339;1;0
7;115679345;115682618;-1;0
7;115789729;115791049;1;0
15;93837611;93852981;-1;0
11;75780;76143;1;0
19;56507850;56530221;1;0
19;41877120;41881372;1;0
17;2322503;2337507;-1;0
15;93882082;93886743;1;0
11;86649;87586;-1;0
15;93589867;93760886;1;0
19;56507850;56530221;1;0
11;75815210;76144232;1;0
11;123312;126123;1;0
11;112967;125927;-1;0
2;162318840;162371595;1;0
11;75815210;76144232;1;0
15;21911559;21912590;-1;0
5;106415576;106417241;-1;0
14;21498133;21511342;-1;0
11;48512273;48513220;1;0
4;41981756;41986465;1;0
2;81194337;81201184;-1;0
7;44144271;44198170;-1;0
13;110641412;110713603;-1;0
8;19678572;19688934;1;0
4;41988741;41989237;-1;0
11;48526064;48526971;1;0
2;81418723;81419302;-1;0
7;123567010;123639481;1;0
6;42893761;42903072;-1;0
2;134964485;135047468;-1;0
15;93718542;94070898;-1;0
7;128830377;128859274;1;0
5;106543066;106544330;-1;0
11;48579436;48580336;1;0
15;21927657;21946641;-1;0
6;32153441;32163678;1;0
17;2303383;2325260;1;0
17;44758988;44781846;1;0
1;46632737;46673867;-1;0
16;13920157;13952345;1;0
11;64318121;64321811;1;0
7;123567010;123639481;1;0
6;32150495;32154373;-1;0
14;21498133;21511342;-1;0
11;73580253;73580517;1;0
11;73405297;73410682;1;0
14;36213200;36235608;1;0
4;97120701;97135059;1;0
11;64318121;64321811;1;0
17;44758988;44781846;1;0
4;138773537;138803567;1;0
6;32148359;32153083;-1;0
11;75803431;75815406;-1;0
7;123584859;123624957;-1;0
19;32127334;32184504;-1;0
6;42915989;42925835;1;0
20;64049836;64072347;1;0
6;32148359;32153083;-1;0
11;193080;194573;1;0
17;50450179;50450725;-1;0
15;93825058;93825159;-1;0
16;13922332;13922679;-1;0
11;75911204;75911628;-1;0
11;64325050;64329504;-1;0
15;93905405;94107938;-1;0
16;13930677;13935635;-1;0
17;2303383;2325260;1;0
11;75942129;75942435;-1;0
11;48589760;48590687;1;0
2;162318840;162371595;1;0
19;54160108;54173250;-1;0
6;32152802;32154365;-1;0
15;94033658;94034177;1;0
8;19404161;19758029;-1;0
5;106815197;107011052;-1;0
11;2376177;2397419;1;0
1;46665910;46666375;-1;0
6;42928287;42929457;-1;0
17;2215482;2216015;-1;0
1;46668855;46673594;1;0
17;2117626;2117772;1;0
17;2330180;2330370;-1;0
22;22366210;22367770;1;0
22;22369614;22370087;1;0
6;42929192;42939287;1;0
22;22370829;22371120;1;0
11;167784;207428;-1;0
17;2059839;2303785;-1;0
22;22375986;22376505;1;0
5;154818492;154859252;-1;0
11;48610063;48611000;1;0
5;38474668;38608354;-1;0
21;45073853;45226560;1;0
5;107195156;107195332;1;0
4;4143458;4150421;-1;0
5;38474668;38608354;-1;0
11;48627546;48628493;1;0
4;4156522;4157443;-1;0
1;58715609;58771295;1;0
5;154818492;154859252;-1;0
11;48893256;48898703;1;0
11;73400487;73598189;-1;0
4;74365145;74388749;1;0
11;48880111;48885237;1;0
2;162371407;162838730;-1;0
1;58780788;58784327;-1;0
4;74365145;74388749;1;0
11;48881723;48902181;-1;0
22;22380766;22381347;1;0
13;110641412;110713603;-1;0
7;77657659;77696267;-1;0
21;45070952;45074165;-1;0
22;22395018;22395489;1;0
11;127204;139612;-1;0
6;29726669;29727139;-1;0
22;22397032;22397524;1;0
6;29722981;29723971;-1;0
19;10718079;10833488;1;0
2;162768936;162797972;1;0
4;74418917;74440457;-1;0
14;83986776;84140544;-1;0
5;38556765;38671216;1;0
16;33851785;33852069;-1;0
11;73510658;73510820;1;0
22;22398849;22398999;1;0
16;33857935;33858864;-1;0
22;22404207;22404721;1;0
6;29726601;29749049;-1;0
11;73452020;73452344;1;0
17;56573040;56573195;1;0
14;84172841;84173606;1;0
11;73640479;73641037;1;0
22;22409766;22410282;1;0
4;146214515;146230878;1;0
4;65216616;65217433;1;0
21;38888772;38903905;1;0
14;24305096;24311430;-1;0
21;38857539;38858861;1;0
17;50426158;50474845;1;0
6;46652915;46678190;1;0
4;167306910;167308789;-1;0
4;65225867;65241814;-1;0
6;32164595;32168281;1;0
4;167648430;167648796;1;0
15;21971706;21972645;1;0
21;38894917;38895252;1;0
19;20758440;20758952;1;0
6;46652915;46678190;1;0
4;167741879;167742287;-1;0
6;32164595;32168281;1;0
19;20746923;20755250;-1;0
15;21980277;21981245;-1;0
7;139777051;140020325;1;0
17;56593699;56595590;1;0
6;29741731;29748969;-1;0
1;158878746;158883500;1;0
19;20583084;20583647;-1;0
2;153871922;154453979;1;0
2;153871922;154453979;1;0
11;779617;780755;1;0
11;777578;784297;1;0
11;196738;200261;1;0
20;54475597;54651171;1;0
19;17267418;17282966;1;0
5;154857553;154876793;1;0
19;36003307;36008813;-1;0
19;20619939;20661596;-1;0
21;43719094;43762307;1;0
4;168170097;168194861;-1;0
11;781645;782105;1;0
19;20619939;20661596;-1;0
11;6128610;6129556;1;0
14;24305734;24312053;1;0
4;167946674;168113331;-1;0
11;6108135;6185576;-1;0
6;46687875;46704319;1;0
5;5688805;5694742;1;0
6;46687875;46704319;1;0
11;6169330;6170408;-1;0
11;70129297;70149623;1;0
14;24305734;24312053;1;0
11;70187788;70188509;-1;0
1;147050817;147052481;1;0
11;6151641;6152549;-1;0
16;33965655;33966091;-1;0
17;2059839;2303785;-1;0
19;20838515;20847417;-1;0
X;153700492;153724746;-1;0
16;33938337;33938799;-1;0
19;20351502;20352079;1;0
11;6107684;6108835;1;0
19;52863790;52897693;-1;0
1;147019656;147056593;-1;0
11;129279;186136;1;0
19;20553792;20661583;-1;0
2;154435853;154457438;-1;0
14;24311450;24318036;1;0
19;17231883;17245940;-1;0
11;203623;205470;1;0
19;20340269;20424969;-1;0
19;48296457;48321894;-1;0
2;154286589;154287425;1;0
1;147082338;147083578;-1;0
5;58198;58915;1;0
16;33907419;33937167;-1;0
19;36003307;36008813;-1;0
14;24311450;24318036;1;0
19;17235940;17255448;-1;0
5;6019029;6022283;-1;0
16;33948278;33948548;-1;0
5;6030035;6030841;1;0
1;109668022;109709551;1;0
19;20776304;20807322;1;0
4;168092515;168187690;1;0
4;98048555;98049043;1;0
20;37676889;37683234;1;0
4;98025390;98026240;1;0
16;33976039;33987630;1;0
4;15960245;15969309;-1;0
4;97334635;97633823;-1;0
11;2328749;2377992;-1;0
16;33858896;33859352;-1;0
4;15960245;15969309;-1;0
19;20416514;20417069;1;0
19;44103007;44113183;-1;0
14;84173791;84175510;1;0
4;97366681;97491899;1;0
11;2335135;2347685;-1;0
16;33949976;33950420;-1;0
19;20432552;20571095;1;0
14;84176419;84177088;1;0
16;33964547;33976346;-1;0
4;97916353;97917401;-1;0
19;20535825;20565809;-1;0
15;21990074;22059831;1;0
1;109668022;109709551;1;0
19;52966896;53037898;-1;0
19;36009120;36014239;-1;0
4;97184093;98143476;-1;0
17;56836387;56914080;-1;0
19;44094339;44109886;1;0
19;20535825;20565809;-1;0
15;30791573;30801859;1;0
16;33875039;33875468;-1;0
6;29722775;29738528;1;0
19;15419980;15449951;-1;0
4;146231892;146232267;1;0
15;22094522;22095472;1;0
17;56836387;56914080;-1;0
4;146241806;146243669;1;0
6;29722775;29738528;1;0
6;46704201;46735693;-1;0
14;24299850;24309124;1;0
15;22015233;22095857;1;0
4;97184093;98143476;-1;0
19;20691336;20697615;1;0
14;24299850;24309124;1;0
15;22030900;22031846;-1;0
6;46670444;46688165;-1;0
7;44983023;44986961;-1;0
19;20443215;20443725;-1;0
1;147084616;147084756;-1;0
15;22044476;22045400;1;0
19;20611559;20615389;1;0
21;43719094;43762307;1;0
12;1741197;1747099;-1;0
1;147099482;147124285;-1;0
19;20784596;20785152;-1;0
12;1688574;1788674;1;0
2;81461358;81467468;-1;0
15;22009547;22010529;-1;0
19;48321509;48330553;1;0
15;22070241;22083221;1;0
16;13953155;13954825;1;0
19;20389658;20390689;1;0
1;71738173;71738354;1;0
16;14001320;14016056;-1;0
19;20674923;20696533;1;0
1;71570956;71573558;1;0
15;22056709;22057638;1;0
15;71063101;71063989;-1;0
17;56803841;56804269;-1;0
19;17249176;17282786;-1;0
19;52861807;52864151;-1;0
5;6134303;6137171;1;0
1;37133489;37136146;1;0
17;56888880;56891841;1;0
19;52865369;52865429;-1;0
2;81666477;81666728;-1;0
19;48321509;48330553;1;0
19;52927135;52942601;-1;0
16;14018880;14021077;-1;0
2;96325331;96330517;1;0
19;44112181;44134822;1;0
17;56791913;56838773;-1;0
12;1688574;1788674;1;0
1;37154761;37325100;-1;0
19;44112181;44134822;1;0
17;81228277;81239091;-1;0
6;29748289;29748513;1;0
5;107376889;107670937;-1;0
17;2232680;2233610;1;0
2;81983272;82005700;-1;0
5;107376889;107670937;-1;0
16;20451461;20487669;1;0
17;56791913;56838773;-1;0
17;2235713;2236086;-1;0
19;52928475;52962823;-1;0
17;2089681;2101560;1;0
12;1695830;1698044;-1;0
17;2127430;2127904;-1;0
16;56361452;56425545;-1;0
12;1757231;1758011;-1;0
19;53013921;53016122;1;0
17;2054154;2063241;1;0
17;36450146;36457535;-1;0
16;56361452;56425545;-1;0
2;154459857;154460820;1;0
6;35118071;35148610;-1;0
2;82268427;82269927;-1;0
2;154688296;154697817;-1;0
18;35595901;35597599;1;0
19;1815248;1848483;-1;0
18;35581117;35711834;1;0
1;37330852;37330996;1;0
17;2054154;2063241;1;0
21;38805183;38824955;1;0
2;82476825;82538711;-1;0
1;71081324;71489976;1;0
19;1815248;1848483;-1;0
19;52838010;52890375;-1;0
1;37350934;37474411;-1;0
19;52838010;52890375;-1;0
21;38805183;38824955;1;0
17;2366589;2366791;-1;0
2;82609652;82609977;1;0
2;82814984;82815516;1;0
17;2306761;2307715;1;0
17;2122342;2122508;-1;0
2;82815809;82817528;1;0
16;56409320;56411683;1;0
17;2101542;2101667;1;0
2;82817538;82818061;-1;0
14;84951274;84951373;1;0
17;2213697;2214414;1;0
11;90223153;90226538;1;0
19;1815249;1815873;1;0
2;82818131;82819264;1;0
17;2072823;2072956;1;0
14;84998278;84999296;-1;0
17;56834107;56869567;1;0
17;2329016;2329237;-1;0
21;38846247;38848644;1;0
19;1822089;1824542;1;0
14;85202849;85239474;-1;0
X;150980509;150990771;1;0
19;52923382;52924075;1;0
21;38812878;38956467;-1;0
17;56834107;56869567;1;0
17;2255719;2256157;1;0
19;52956041;52981654;-1;0
14;23469689;23509862;1;0
19;53007512;53013180;1;0
X;150980509;150990771;1;0
11;33256672;33357023;1;0
14;23469689;23509862;1;0
17;81228707;81233983;1;0
6;114055586;114343045;-1;0
1;37474580;37484377;1;0
17;56884639;56884819;-1;0
1;37474580;37484377;1;0
21;27954922;27985295;1;0
7;115935148;116159896;-1;0
15;30815271;30844153;1;0
21;28013363;28023233;1;0
7;115935148;116159896;-1;0
15;30882267;30883231;-1;0
11;33256672;33357023;1;0
15;41557675;41583589;1;0
5;6289857;6290624;1;0
X;108084207;108091549;-1;0
2;82831234;82866508;1;0
6;113969701;114471705;1;0
2;82856826;82857384;1;0
5;92151;189972;1;0
2;83218890;83219105;-1;0
X;108084207;108091549;-1;0
15;41557675;41583589;1;0
4;146253975;146521964;-1;0
2;97827248;97827545;1;0
2;83522814;83523502;1;0
2;97756333;97995948;-1;0
11;8011278;8016520;-1;0
11;70078302;70189528;1;0
11;787115;790113;-1;0
11;62989154;63015841;-1;0
11;787115;790113;-1;0
19;52949379;52962911;-1;0
17;19719059;19722428;1;0
16;20451461;20487669;1;0
4;138819954;139012646;-1;0
5;6310441;6339884;-1;0
6;42940364;42948360;1;0
4;138923930;138924232;-1;0
19;69167;69972;1;0
19;68403;69178;1;0
5;107699392;107716841;-1;0
6;149491567;149492289;-1;0
22;27019369;27024550;1;0
6;42956345;42956765;-1;0
16;30896607;30903560;1;0
19;60951;71626;-1;0
11;48907103;48908946;1;0
6;114019621;114020483;-1;0
19;53004040;53005150;1;0
6;114349483;114350648;-1;0
16;33988406;33991551;-1;0
19;12682693;12687279;-1;0
19;52809824;52810708;1;0
18;39841174;39924840;-1;0
19;36008638;36014235;-1;0
19;52797408;52857600;-1;0
18;39841709;39896298;1;0
2;175184215;175184607;1;0
16;34013394;34013830;-1;0
17;18244815;18258738;-1;0
6;91390313;91393000;-1;0
1;71395943;72282539;-1;0
2;216632828;216664436;1;0
1;71395943;72282539;-1;0
6;32168212;32178096;-1;0
6;91557292;91690428;-1;0
4;146638893;146642474;1;0
6;31269491;31357188;-1;0
6;32168212;32178096;-1;0
19;17518330;17520565;-1;0
16;34015260;34015477;1;0
19;17488990;17511889;-1;0
2;113829390;113831119;-1;0
2;113831049;113843356;-1;0
16;34051140;34051363;1;0
19;12687998;12688422;1;0
1;72274552;72275159;1;0
16;34120470;34120677;1;0
1;71794232;71837012;-1;0
6;91726810;91727070;1;0
1;71367054;71367303;-1;0
1;58785128;58901109;1;0
16;34135736;34136792;-1;0
7;11820317;11821294;-1;0
2;97756333;97995948;-1;0
19;12688053;12696631;-1;0
20;1266280;1309328;1;0
19;52904417;52923481;-1;0
16;34139189;34139543;1;0
6;91727159;91727324;1;0
7;11180902;11520175;1;0
2;175176258;175184607;-1;0
9;12775020;12823060;1;0
16;34141256;34142006;-1;0
19;17468769;17506168;1;0
1;58812808;58813342;-1;0
9;12775020;12823060;1;0
16;34142456;34142849;1;0
9;12685439;12710290;1;0
16;34158585;34160036;-1;0
1;20732880;20733952;1;0
20;1266280;1309328;1;0
1;58882868;58931897;-1;0
19;50432892;50466321;1;0
22;36226209;36239954;-1;0
8;15806149;15807283;-1;0
18;59929226;59930330;1;0
18;59969438;59971396;1;0
19;50432892;50466321;1;0
6;91727282;91727505;-1;0
2;113888203;113889750;-1;0
18;60010281;60014258;1;0
1;120489860;120701289;-1;0
18;60009994;60011143;-1;0
22;36226209;36239954;-1;0
17;44793199;44794474;1;0
22;27040197;27041494;1;0
19;12688053;12696631;-1;0
18;60016778;60017441;-1;0
22;27044001;27045315;1;0
17;44794747;44797783;-1;0
11;62989154;63015841;-1;0
18;60149576;60150365;1;0
7;11257681;11258535;-1;0
22;27048144;27061247;-1;0
18;60125033;60161195;1;0
7;11406955;11414078;1;0
22;31113017;31113396;1;0
1;58838448;58851254;-1;0
6;26383096;26394874;1;0
19;12688922;12689238;1;0
18;60196555;60198172;1;0
19;17468769;17506168;1;0
13;36490078;36490441;-1;0
7;141652381;141656810;-1;0
18;60294136;60301317;1;0
22;27102766;27107019;1;0
7;141500079;141551304;-1;0
16;34266041;34268649;-1;0
16;34353616;34371659;-1;0
22;31104772;31120069;-1;0
13;36674020;36697839;1;0
8;15896267;15967950;-1;0
2;149745648;149859191;-1;0
7;38722974;38932394;-1;0
8;15943127;15943532;1;0
22;27143478;27159878;1;0
11;90200429;90223077;-1;0
18;60525616;60526156;-1;0
16;34446566;34448866;1;0
18;60495868;60496336;-1;0
2;149587196;150047447;1;0
9;12698554;12814377;-1;0
16;34941977;34943880;1;0
7;38722974;38932394;-1;0
X;150993501;150994091;1;0
11;90200429;90223077;-1;0
18;60371062;60372775;-1;0
20;1226056;1296421;1;0
